tank_num, date, int_pos,pair_id,status, phase, cond, subject, app_int, app_n, app_p, fsp_int, fsp_n, fsp_p, sb_int, sb_n, sb_p, mwr_p, l_int, l_n
F2A, 2017.05.07,B,16,S, habituation,control, nf,5,0,2,2,0,0,0,0,0,0,27.0520,128.191
F2A, 2017.05.09,B,16,S,experiment,control, m,4,4,0,1,2,0,0,0,0,0,30.7520,43.418
F2A, 2017.05.09,B,16,S,experiment,control, f,0,1,3,0,3,0,0,0,0,0,150.7520,69.878
F2B, 2017.05.07,C,16,S, habituation,control, m,2,0,0,5,0,0,0,0,0,0,10.9620,129.302
F2B, 2017.05.07,C,16,S, habituation,control, f,1,0,3,2,0,0,0,0,0,0,9.3020,129.302
F2B, 2017.05.09,C,16,S,experiment,control, nm,12,0,0,1,0,0,0,0,0,0,25.0030,128.322
F2B, 2017.05.09,C,16,S,experiment,control, nf,4,0,1,0,1,0,0,0,0,0,25.8490,14.578
F2B, 2017.05.07,D,16,S, habituation,control, m,9,0,2,2,0,0,0,0,2,1,60.0120,152.461
F2B, 2017.05.07,D,16,S, habituation,control, f,5,0,5,3,0,0,0,0,0,0,32.4610,152.461
F2B, 2017.05.09,D,16,S,experiment,control, nm,0,0,0,0,1,0,0,0,0,0,143.8830,65.355
F2B, 2017.05.09,D,16,S,experiment,control, nf,0,0,0,0,2,0,0,0,0,0,143.8830,55.865
F5A, 2017.05.07,A,17,F, habituation,treatment, m,31,0,0,1,0,0,0,0,0,0,0.4170,120.0000
F5A, 2017.05.07,A,17,F, habituation,treatment, f,43,0,1,1,0,0,0,0,0,0,0.0000,120.0000
F5A, 2017.05.09,A,17,F,experiment,treatment, m,1,0,0,2,3,0,0,0,0,0,150.6420,112.169
F5A, 2017.05.09,A,17,F,experiment,treatment, f,7,0,0,3,0,0,0,0,0,0,63.1880,183.188
F5A, 2017.05.07,B,17,F, habituation,treatment, m,21,0,1,1,0,0,0,0,0,0,3.8060,123.806
F5A, 2017.05.07,B,17,F, habituation,treatment, f,4,0,0,2,0,0,1,0,0,0,87.6640,123.806
F5A, 2017.05.09,B,17,F,experiment,treatment, m,11,0,16,2,0,0,0,0,0,0,5.1310,125.131
F5A, 2017.05.09,B,17,F,experiment,treatment, f,27,0,1,0,0,1,0,0,0,1,23.1560,125.131
F5B, 2017.05.07,C,17,F, habituation,treatment, nm,20,0,2,0,0,0,0,0,0,0,3.6110,121.385
F5B, 2017.05.07,C,17,F, habituation,treatment, nf,13,0,0,1,0,0,0,0,0,0,16.8680,121.385
F5B, 2017.05.09,C,17,F,experiment,treatment, nm,0,0,0,0,0,0,0,0,0,0,122.2180,122.218
F5B, 2017.05.09,C,17,F,experiment,treatment, nf,0,0,0,1,0,0,0,0,0,0,111.2080,122.218
F5B, 2017.05.07,D,17,F, habituation,treatment, nm,0,0,0,0,0,0,0,0,0,0,128.2900,128.29
F5B, 2017.05.07,D,17,F, habituation,treatment, nf,0,0,0,0,0,0,0,0,0,0,128.2900,128.29
F5B, 2017.05.09,D,17,F,experiment,treatment, nm,0,1,0,0,1,0,0,0,0,0,121.2620,83.073
F5B, 2017.05.09,D,17,F,experiment,treatment, nf,0,0,1,0,1,0,0,0,0,0,121.2620,83.869
F5A, 2017.05.07,A,18,S, habituation,treatment, nm,0,0,0,0,0,0,0,0,0,0,120.0000,120.0000
F5A, 2017.05.07,A,18,S, habituation,treatment, nf,0,0,1,0,0,0,0,0,0,0,120.0000,120.0000
F6A, 2017.05.09,A,18,S,experiment,treatment, nm,0,11,0,0,1,0,0,0,0,0,120.3290,15.9
F6A, 2017.05.09,A,18,S,experiment,treatment, nf,0,2,0,0,1,0,0,0,0,0,120.3290,28.893
F5A, 2017.05.07,B,18,S, habituation,treatment, nm,2,0,0,1,0,1,0,0,0,0,12.7740,123.806
F5A, 2017.05.07,B,18,S, habituation,treatment, nf,4,0,1,3,0,0,0,0,0,0,6.0740,123.806
F6A, 2017.05.09,B,18,S,experiment,treatment, nm,18,1,1,4,1,0,0,0,0,0,3.8480,11.495
F6A, 2017.05.09,B,18,S,experiment,treatment, nf,5,0,0,2,1,0,0,0,0,0,22.5270,25.539
F5B, 2017.05.07,C,18,S, habituation,treatment, m,8,1,0,0,0,0,0,0,0,0,14.8710,38.749
F5B, 2017.05.07,C,18,S, habituation,treatment, f,18,0,2,1,0,0,0,0,0,0,1.3850,121.385
F6B, 2017.05.09,C,18,S,experiment,treatment, m,7,22,1,1,0,0,0,0,0,0,5.5910,11.218
F6B, 2017.05.09,C,18,S,experiment,treatment, f,13,1,0,2,0,0,1,0,0,0,16.8500,104.848
F5B, 2017.05.07,D,18,S, habituation,treatment, m,4,0,0,2,0,1,0,0,0,0,29.6250,128.29
F5B, 2017.05.07,D,18,S, habituation,treatment, f,41,0,6,1,0,0,1,0,0,0,8.2900,128.29
F6B, 2017.05.09,D,18,S,experiment,treatment, m,8,17,0,7,1,0,0,0,0,0,5.5690,1.857
F6B, 2017.05.09,D,18,S,experiment,treatment, f,38,0,0,1,0,0,0,0,0,0,1.5920,121.592
F6A, 2017.05.07,A,19,F, habituation,treatment, m,0,0,0,0,0,0,0,0,0,0,201.5770,201.577
F6A, 2017.05.07,A,19,F, habituation,treatment, f,0,0,0,2,0,0,0,0,0,0,81.5770,201.577
F6A, 2017.05.09,A,19,F,experiment,treatment, m,25,8,2,2,4,0,0,0,0,0,0.8490,15.304
F6A, 2017.05.09,A,19,F,experiment,treatment, f,46,1,0,0,1,0,0,0,0,0,0.3290,69.934
F6A, 2017.05.07,B,19,F, habituation,treatment, m,6,0,0,5,0,0,0,0,0,0,62.0730,181.104
F6A, 2017.05.07,B,19,F, habituation,treatment, f,9,0,0,0,0,0,0,0,0,0,61.1040,181.104
F6A, 2017.05.09,B,19,F,experiment,treatment, m,22,1,1,0,1,0,0,0,0,0,2.0920,64.79
F6A, 2017.05.09,B,19,F,experiment,treatment, f,32,1,2,0,0,0,0,0,0,0,0.6470,111.56
F6B, 2017.05.07,C,19,F, habituation,treatment, nm,4,0,2,1,0,2,0,0,0,0,25.3810,135.158
F6B, 2017.05.07,C,19,F, habituation,treatment, nf,0,0,0,0,0,0,0,0,0,0,135.1580,135.158
F6B, 2017.05.09,C,19,F,experiment,treatment, nm,11,8,0,1,0,0,0,2,0,0,4.2290,22.998
F6B, 2017.05.09,C,19,F,experiment,treatment, nf,6,4,0,0,0,0,0,0,0,0,9.4400,18.043
F6B, 2017.05.07,D,19,F, habituation,treatment, nm,0,0,0,0,0,0,0,0,0,0,136.3720,136.372
F6B, 2017.05.07,D,19,F, habituation,treatment, nf,0,0,0,0,0,0,0,0,0,0,136.3720,136.372
F6B, 2017.05.09,D,19,F,experiment,treatment, nm,0,6,0,0,2,0,0,0,0,0,121.5920,13.614
F6B, 2017.05.09,D,19,F,experiment,treatment, nf,0,2,0,0,0,0,0,0,0,0,121.5920,20.045
F6A, 2017.05.07,A,20,S, habituation,treatment, nm,4,0,0,2,0,0,0,0,0,0,87.7020,201.577
F6A, 2017.05.07,A,20,S, habituation,treatment, nf,0,0,0,0,0,0,0,0,0,0,201.5770,201.577
F5A, 2017.05.09,A,20,S,experiment,treatment, nm,0,0,0,0,1,1,0,0,0,0,183.1880,132.87
F5A, 2017.05.09,A,20,S,experiment,treatment, nf,0,0,0,0,2,1,0,0,0,0,183.1880,121.696
F6A, 2017.05.07,B,20,S, habituation,treatment, nm,14,0,0,2,0,0,0,0,0,0,64.2930,181.104
F6A, 2017.05.07,B,20,S, habituation,treatment, nf,2,0,0,4,0,0,0,0,0,0,61.2060,181.104
F5A, 2017.05.09,B,20,S,experiment,treatment, nm,0,0,2,3,0,0,0,0,0,0,13.5140,125.131
F5A, 2017.05.09,B,20,S,experiment,treatment, nf,6,0,0,5,0,0,0,0,0,0,11.7050,125.131
F6B, 2017.05.07,C,20,S, habituation,treatment, m,13,0,0,5,0,0,0,0,0,0,15.1580,135.158
F6B, 2017.05.07,C,20,S, habituation,treatment, f,12,0,2,0,0,0,0,0,0,0,34.8070,135.158
F5B, 2017.05.09,C,20,S,experiment,treatment, m,16,0,2,1,1,0,0,0,0,0,8.1030,89.786
F5B, 2017.05.09,C,20,S,experiment,treatment, f,35,0,4,1,0,1,0,0,0,0,2.2180,122.218
F6B, 2017.05.07,D,20,S, habituation,treatment, m,10,0,0,2,0,0,0,0,0,0,16.3720,136.372
F6B, 2017.05.07,D,20,S, habituation,treatment, f,23,0,4,0,0,0,1,0,0,0,17.9490,136.372
F5B, 2017.05.09,D,20,S,experiment,treatment, m,14,3,0,3,5,0,0,0,0,0,9.2200,20.815
F5B, 2017.05.09,D,20,S,experiment,treatment, f,33,2,3,1,5,0,0,0,0,0,1.2620,45.398
F5A, 2017.05.16,A,21,S, habituation,treatment, m,61,0,0,2,1,0,0,0,0,0,3.3570,80.414
F5A, 2017.05.16,A,21,S, habituation,treatment, f,27,0,1,1,3,0,0,0,0,0,25.4440,80.414
F6A, 2017.05.18,A,21,S,experiment,treatment, m,44,0,1,0,0,0,0,0,0,0,5.1230,125.123
F6A, 2017.05.18,A,21,S,experiment,treatment, f,10,0,0,1,2,0,0,1,0,0,17.6000,74.867
F5A, 2017.05.16,B,21,S, habituation,treatment, m,26,0,2,1,0,0,0,0,0,0,3.5790,123.579
F5A, 2017.05.16,B,21,S, habituation,treatment, f,8,1,2,2,0,0,0,0,0,0,25.5390,70.954
F6A, 2017.05.18,B,21,S,experiment,treatment, m,20,2,1,0,2,0,0,0,0,0,4.4600,84.689
F6A, 2017.05.18,B,21,S,experiment,treatment, f,0,2,0,0,0,0,0,0,0,0,124.4600,91.589
F5B, 2017.05.16,C,21,S, habituation,treatment, nm,2,0,0,5,0,0,0,0,0,0,42.4890,123.369
F5B, 2017.05.16,C,21,S, habituation,treatment, nf,1,0,0,2,0,0,0,0,0,0,10.5880,123.369
F6B, 2017.05.18,C,21,S,experiment,treatment, nm,0,0,0,0,0,0,0,0,0,0,139.1870,139.187
F6B, 2017.05.18,C,21,S,experiment,treatment, nf,0,0,2,0,0,0,0,0,0,0,139.1870,139.187
F5B, 2017.05.16,D,21,S, habituation,treatment, nm,0,10,0,0,2,0,0,0,0,0,134.2150,14.215
F5B, 2017.05.16,D,21,S, habituation,treatment, nf,0,10,0,0,0,0,0,0,0,0,134.2150,21.21
F6B, 2017.05.18,D,21,S,experiment,treatment, nm,0,0,0,0,0,0,0,0,0,0,138.5090,138.509
F6B, 2017.05.18,D,21,S,experiment,treatment, nf,0,0,0,0,0,0,0,0,0,0,138.5090,138.509
F5A, 2017.05.16,A,22,F, habituation,treatment, nm,0,1,0,0,0,0,0,0,0,0,123.3570,113.158
F5A, 2017.05.16,A,22,F, habituation,treatment, nf,0,0,0,0,0,0,0,0,0,0,123.3570,123.357
F5A, 2017.05.18,A,22,F,experiment,treatment, nm,1,0,0,0,0,0,0,0,0,0,46.1510,121.873
F5A, 2017.05.18,A,22,F,experiment,treatment, nf,0,0,0,0,0,0,0,0,0,0,121.8730,121.873
F5A, 2017.05.16,B,22,F, habituation,treatment, nm,4,1,0,5,1,0,0,0,0,0,3.8690,76.504
F5A, 2017.05.16,B,22,F, habituation,treatment, nf,3,0,0,6,0,0,0,0,0,0,37.1520,123.579
F5A, 2017.05.18,B,22,F,experiment,treatment, nm,1,0,3,3,0,0,0,0,0,0,13.4310,120.787
F5A, 2017.05.18,B,22,F,experiment,treatment, nf,0,0,0,0,0,0,0,0,0,0,120.7870,120.787
F5B, 2017.05.16,C,22,F, habituation,treatment, m,21,0,1,0,0,0,0,0,0,0,6.6160,123.369
F5B, 2017.05.16,C,22,F, habituation,treatment, f,31,0,1,2,0,0,0,0,0,0,3.3690,123.369
F5B, 2017.05.18,C,22,F,experiment,treatment, m,68,0,0,0,0,0,0,0,0,0,1.0220,121.022
F5B, 2017.05.18,C,22,F,experiment,treatment, f,50,0,1,0,0,0,0,0,0,0,1.2300,121.022
F5B, 2017.05.16,D,22,F, habituation,treatment, m,6,0,0,2,6,0,0,0,0,0,30.5600,37.615
F5B, 2017.05.16,D,22,F, habituation,treatment, f,1,5,0,1,3,0,0,0,0,0,78.5650,41.264
F5B, 2017.05.18,D,22,F,experiment,treatment, m,47,0,2,0,4,0,0,0,0,0,1.2320,58.616
F5B, 2017.05.18,D,22,F,experiment,treatment, f,44,0,0,0,1,0,0,0,0,0,5.1410,94.923
F6A, 2017.05.16,A,23,S, habituation,treatment, m,43,0,0,1,0,0,0,0,0,0,5.5690,121.507
F6A, 2017.05.16,A,23,S, habituation,treatment, f,36,0,4,0,0,0,0,0,0,0,1.5070,121.507
F5A, 2017.05.18,A,23,S,experiment,treatment, m,7,0,0,2,1,0,0,0,0,0,13.4280,83.892
F5A, 2017.05.18,A,23,S,experiment,treatment, f,26,0,12,2,0,0,0,0,0,0,1.8730,121.873
F6A, 2017.05.16,B,23,S, habituation,treatment, m,33,0,0,0,0,0,0,0,0,0,5.5430,123.715
F6A, 2017.05.16,B,23,S, habituation,treatment, f,33,0,2,0,0,0,0,0,0,0,3.7150,123.715
F5A, 2017.05.18,B,23,S,experiment,treatment, m,2,0,0,0,0,0,0,0,0,0,10.2930,120.787
F5A, 2017.05.18,B,23,S,experiment,treatment, f,33,0,12,0,0,0,0,0,0,0,0.7870,120.787
F5B, 2017.05.18,C,23,S,experiment,treatment, nm,2,0,0,1,0,0,0,0,0,0,54.7630,121.022
F5B, 2017.05.18,C,23,S,experiment,treatment, nf,1,0,3,3,0,0,0,0,0,0,19.6740,121.022
F6B, 2017.05.16,D,23,S, habituation,treatment, nm,1,0,0,0,0,0,0,0,0,0,32.8320,121.395
F6B, 2017.05.16,D,23,S, habituation,treatment, nf,0,0,0,0,0,0,0,0,0,0,121.3950,121.395
F5B, 2017.05.18,D,23,S,experiment,treatment, nm,0,0,0,0,0,0,0,0,0,0,121.2320,121.232
F5B, 2017.05.18,D,23,S,experiment,treatment, nf,0,0,2,0,0,0,0,0,0,0,121.2320,121.232
F6A, 2017.05.16,A,24,F, habituation,treatment, nm,0,0,0,0,0,0,0,0,0,0,121.5070,121.507
F6A, 2017.05.16,A,24,F, habituation,treatment, nf,0,0,0,0,0,0,0,0,0,0,121.5070,121.507
F6A, 2017.05.18,A,24,F,experiment,treatment, nm,0,0,0,0,0,0,0,0,0,0,125.1230,125.123
F6A, 2017.05.18,A,24,F,experiment,treatment, nf,0,0,0,0,1,0,0,0,0,0,125.1230,87.444
F6A, 2017.05.16,B,24,F, habituation,treatment, nm,1,0,0,0,0,0,0,0,0,0,10.6290,123.715
F6A, 2017.05.16,B,24,F, habituation,treatment, nf,12,0,2,2,0,0,0,0,0,0,16.6080,123.715
F6A, 2017.05.18,B,24,F,experiment,treatment, nm,0,3,0,0,2,0,0,0,0,0,124.4600,94.302
F6A, 2017.05.18,B,24,F,experiment,treatment, nf,0,3,0,1,1,0,0,0,0,0,122.2890,93.637
F6B, 2017.05.18,C,24,F,experiment,treatment, m,5,0,0,0,0,0,0,0,0,0,19.1870,139.187
F6B, 2017.05.18,C,24,F,experiment,treatment, f,16,0,0,0,0,0,0,0,0,0,22.9950,139.187
F6B, 2017.05.16,D,24,F, habituation,treatment, m,15,0,1,2,0,0,0,0,0,0,4.1750,121.395
F6B, 2017.05.16,D,24,F, habituation,treatment, f,30,0,0,0,0,0,0,0,0,0,1.3950,121.395
F6B, 2017.05.18,D,24,F,experiment,treatment, m,26,0,1,1,4,0,0,0,0,0,19.3620,34.8
F6B, 2017.05.18,D,24,F,experiment,treatment, f,38,0,1,1,0,0,0,0,0,0,18.5090,138.509
F1A, 2017.05.16,A,25,S, habituation,control, m,2,0,1,1,0,1,0,0,0,0,21.5110,141.511
F1A, 2017.05.16,A,25,S, habituation,control, f,0,0,6,1,0,0,0,0,0,0,77.1000,141.511
F1A, 2017.05.18,A,25,S,experiment,control, nm,0,5,0,0,1,0,0,0,0,0,122.5100,26.18
F1A, 2017.05.18,A,25,S,experiment,control, nf,0,3,0,0,0,0,0,0,0,0,122.5100,26.18
F1A, 2017.05.16,B,25,S, habituation,control, m,0,0,1,1,0,0,0,0,0,0,145.6030,208.338
F1A, 2017.05.16,B,25,S, habituation,control, f,1,0,7,0,0,0,0,0,0,0,153.2790,208.338
F1A, 2017.05.18,B,25,S,experiment,control, nm,14,2,0,0,0,0,0,0,0,0,3.3700,45.046
F1A, 2017.05.18,B,25,S,experiment,control, nf,8,2,0,1,0,0,0,0,0,0,10.6260,32.398
F1B, 2017.05.16,C,25,S, habituation,control, nm,0,0,0,0,0,0,0,0,0,0,123.2050,123.205
F1B, 2017.05.16,C,25,S, habituation,control, nf,0,0,0,0,0,0,0,0,0,0,123.2050,123.205
F1B, 2017.05.18,C,25,S,experiment,control, m,10,13,0,0,2,0,0,0,0,0,2.8140,17.273
F1B, 2017.05.18,C,25,S,experiment,control, f,17,3,0,1,1,0,0,0,0,0,7.6790,39.812
F1B, 2017.05.16,D,25,S, habituation,control, nm,0,0,0,0,0,0,0,0,0,0,128.4960,128.496
F1B, 2017.05.16,D,25,S, habituation,control, nf,0,0,0,0,0,0,0,0,0,0,128.4960,128.496
F1B, 2017.05.18,D,25,S,experiment,control, m,0,9,0,0,1,0,0,0,0,0,134.2740,27.758
F1B, 2017.05.18,D,25,S,experiment,control, f,1,17,0,1,0,0,0,1,0,0,14.2740,27.758
F1A, 2017.05.16,A,26,F, habituation,control, nm,0,0,0,0,0,0,0,0,0,0,141.5110,141.511
F1A, 2017.05.16,A,26,F, habituation,control, nf,0,0,0,0,0,0,0,0,0,0,141.5110,141.511
F1A, 2017.05.18,A,26,F,experiment,control, m,14,3,0,2,5,0,0,0,0,0,2.5100,10.605
F1A, 2017.05.18,A,26,F,experiment,control, f,5,0,1,2,0,0,0,0,0,0,2.5100,122.51
F1A, 2017.05.16,B,26,F, habituation,control, nm,1,0,0,2,0,0,0,0,0,0,88.3380,208.338
F1A, 2017.05.16,B,26,F, habituation,control, nf,0,0,0,0,0,0,0,0,0,0,208.3380,208.338
F1A, 2017.05.18,B,26,F,experiment,control, m,18,0,0,0,0,0,0,0,0,0,1.1580,121.158
F1A, 2017.05.18,B,26,F,experiment,control, f,19,3,0,1,1,0,0,0,0,0,1.1580,37.639
F1B, 2017.05.16,C,26,F, habituation,control, m,31,0,0,1,0,0,0,0,0,1,4.2930,123.205
F1B, 2017.05.16,C,26,F, habituation,control, f,23,0,3,1,0,0,0,0,0,0,3.2050,123.205
F1B, 2017.05.18,C,26,F,experiment,control, nm,4,9,0,1,0,1,0,0,0,0,5.8390,33.609
F1B, 2017.05.18,C,26,F,experiment,control, nf,0,0,1,0,0,0,0,0,0,0,122.8140,122.814
F1B, 2017.05.16,D,26,F, habituation,control, m,25,0,0,1,0,0,0,0,0,2,8.4960,128.496
F1B, 2017.05.16,D,26,F, habituation,control, f,15,0,5,0,0,0,0,0,0,0,16.3070,128.496
F1B, 2017.05.18,D,26,F,experiment,control, nm,0,25,0,0,0,0,0,0,0,0,134.2740,28.043
F1B, 2017.05.18,D,26,F,experiment,control, nf,0,17,0,0,0,0,0,0,0,0,134.2740,28.799
F5A, 2017.05.24,A,27,F, habituation,control, m,8,1,0,0,0,0,0,0,0,0,19.6210,83.278
F5A, 2017.05.24,A,27,F, habituation,control, f,27,0,14,0,0,0,0,0,0,0,1.5900,121.59
F5A, 2017.05.25,A,27,F,experiment,control, nm,0,0,0,0,0,0,0,0,0,0,122.0330,122.033
F5A, 2017.05.25,A,27,F,experiment,control, nf,0,0,0,0,0,0,0,0,0,0,122.0330,122.033
F5A, 2017.05.24,B,27,F, habituation,control, m,2,0,0,1,0,0,0,0,0,0,9.9260,120.907
F5A, 2017.05.24,B,27,F, habituation,control, f,34,0,13,1,0,0,0,0,0,0,0.9070,120.907
F5A, 2017.05.25,B,27,F,experiment,control, nm,0,0,0,0,0,0,0,0,0,0,121.9330,121.933
F5A, 2017.05.25,B,27,F,experiment,control, nf,4,0,0,0,1,0,0,0,0,0,20.1050,54.689
F5B, 2017.05.24,C,27,F, habituation,control, nm,2,0,0,3,0,0,0,0,0,0,17.0590,120.319
F5B, 2017.05.24,C,27,F, habituation,control, nf,1,0,5,3,0,0,0,0,0,0,10.4190,120.319
F5B, 2017.05.25,C,27,F,experiment,control, m,29,0,0,2,0,0,0,0,0,0,6.3480,126.348
F5B, 2017.05.25,C,27,F,experiment,control, f,26,0,0,1,0,0,0,0,0,0,27.8360,126.348
F5B, 2017.05.24,D,27,F, habituation,control, nm,0,0,0,1,0,0,0,0,0,0,15.5810,121.14
F5B, 2017.05.24,D,27,F, habituation,control, nf,0,0,2,0,0,0,0,0,0,0,121.1400,121.14
F5B, 2017.05.25,D,27,F,experiment,control, m,23,0,0,0,0,0,0,0,0,0,25.3310,122.302
F5B, 2017.05.25,D,27,F,experiment,control, f,25,2,6,2,1,0,0,0,0,0,2.3020,72.939
F5A, 2017.05.24,A,28,S, habituation,control, nm,0,1,0,0,0,0,0,0,0,0,121.5900,45.195
F5A, 2017.05.24,A,28,S, habituation,control, nf,0,0,0,0,0,0,0,0,0,0,121.5900,121.59
F5A, 2017.05.25,A,28,S,experiment,control, m,56,0,0,3,1,0,1,0,0,0,2.0330,10.981
F5A, 2017.05.25,A,28,S,experiment,control, f,33,0,1,2,0,1,0,0,0,0,2.6430,122.033
F5A, 2017.05.24,B,28,S, habituation,control, nm,1,0,4,4,0,0,0,0,0,0,30.0480,120.907
F5A, 2017.05.24,B,28,S, habituation,control, nf,0,0,0,0,0,0,0,0,0,0,120.9070,120.907
F5A, 2017.05.25,B,28,S,experiment,control, m,40,1,0,0,1,0,1,0,0,0,1.9330,40.093
F5A, 2017.05.25,B,28,S,experiment,control, f,16,0,7,3,0,0,0,0,0,0,8.6990,121.933
F5B, 2017.05.24,C,28,S, habituation,control, m,55,0,0,0,0,0,0,0,0,1,0.3190,120.319
F5B, 2017.05.24,C,28,S, habituation,control, f,37,0,0,0,1,0,0,0,0,0,0.3190,104.088
F5B, 2017.05.25,C,28,S,experiment,control, nm,20,0,0,0,0,0,0,0,0,0,26.4510,126.348
F5B, 2017.05.25,C,28,S,experiment,control, nf,10,0,1,2,0,0,0,0,0,0,26.4510,126.348
F5B, 2017.05.24,D,28,S, habituation,control, m,50,0,1,1,2,0,0,0,0,0,1.1400,13.99
F5B, 2017.05.24,D,28,S, habituation,control, f,51,0,1,0,0,0,0,0,0,0,5.9550,121.14
F5B, 2017.05.25,D,28,S,experiment,control, nm,1,0,0,1,0,0,0,0,0,0,21.3770,122.302
F5B, 2017.05.25,D,28,S,experiment,control, nf,0,2,0,0,0,0,0,0,0,0,122.3020,73.287
F6A, 2017.05.24,A,29,F, habituation,control, m,49,0,1,1,0,0,0,0,0,0,5.1900,125.19
F6A, 2017.05.24,A,29,F, habituation,control, f,12,0,0,2,2,0,0,0,0,0,16.8940,78.342
F6A, 2017.05.25,A,29,F,experiment,control, nm,0,0,0,0,0,0,0,0,0,0,121.8480,121.848
F6A, 2017.05.25,A,29,F,experiment,control, nf,0,0,0,0,0,0,0,0,0,0,121.8480,121.848
F6A, 2017.05.24,B,29,F, habituation,control, m,15,0,1,0,2,0,0,0,0,0,2.9460,81.273
F6A, 2017.05.24,B,29,F, habituation,control, f,0,0,1,0,0,0,0,0,0,0,122.9460,122.946
F6A, 2017.05.25,B,29,F,experiment,control, nm,10,0,0,1,0,0,0,0,0,0,10.0590,122.053
F6A, 2017.05.25,B,29,F,experiment,control, nf,2,0,0,0,0,0,0,0,0,0,104.7890,122.053
F6B, 2017.05.24,C,29,F, habituation,control, nm,20,0,8,2,0,0,0,0,0,0,2.0270,121.195
F6B, 2017.05.24,C,29,F, habituation,control, nf,4,0,0,2,0,0,0,0,0,0,38.4670,121.195
F6B, 2017.05.25,C,29,F,experiment,control, m,40,0,3,2,0,1,0,0,0,0,0.7240,120.724
F6B, 2017.05.25,C,29,F,experiment,control, f,6,0,0,3,0,3,0,0,0,0,23.0420,120.724
F6B, 2017.05.24,D,29,F, habituation,control, nm,0,0,0,0,0,0,0,0,0,0,123.5030,123.503
F6B, 2017.05.24,D,29,F, habituation,control, nf,0,0,0,0,0,0,0,0,0,0,123.5030,123.503
F6B, 2017.05.25,D,29,F,experiment,control, m,45,0,0,5,0,0,1,0,0,0,0.6570,120.657
F6B, 2017.05.25,D,29,F,experiment,control, f,18,0,0,5,0,0,0,0,0,0,2.0030,120.657
F6A, 2017.05.24,A,30,S, habituation,control, nm,0,0,0,0,0,0,0,0,0,0,125.1900,125.19
F6A, 2017.05.24,A,30,S, habituation,control, nf,0,0,0,0,2,0,0,0,0,0,125.1900,85.987
F6A, 2017.05.25,A,30,S,experiment,control, m,23,0,0,2,0,0,0,0,0,0,1.8480,121.848
F6A, 2017.05.25,A,30,S,experiment,control, f,34,0,15,0,1,0,0,0,0,0,11.4630,87.93
F6A, 2017.05.24,B,30,S, habituation,control, nm,1,2,0,2,1,0,0,0,0,0,36.3870,92.803
F6A, 2017.05.24,B,30,S, habituation,control, nf,1,2,0,1,0,0,0,0,0,0,38.6790,94.513
F6A, 2017.05.25,B,30,S,experiment,control, m,0,0,0,0,0,0,0,0,0,0,122.0530,122.053
F6A, 2017.05.25,B,30,S,experiment,control, f,18,0,0,0,0,0,0,0,0,0,2.0530,122.053
F6B, 2017.05.24,C,30,S, habituation,control, m,12,0,1,0,0,0,0,0,0,0,1.1950,121.195
F6B, 2017.05.24,C,30,S, habituation,control, f,9,0,19,0,0,0,0,0,0,0,15.8210,121.195
F6B, 2017.05.25,C,30,S,experiment,control, nm,0,0,0,0,0,0,0,0,0,0,120.7240,120.724
F6B, 2017.05.25,C,30,S,experiment,control, nf,0,0,0,0,0,0,0,0,0,0,120.7240,120.724
F6B, 2017.05.24,D,30,S, habituation,control, m,10,0,0,6,0,0,0,0,0,0,3.5030,123.503
F6B, 2017.05.24,D,30,S, habituation,control, f,28,0,15,1,0,0,0,0,0,0,12.3800,123.503
F6B, 2017.05.25,D,30,S,experiment,control, nm,0,0,0,0,0,0,0,0,0,0,120.6570,120.657
F6B, 2017.05.25,D,30,S,experiment,control, nf,0,0,0,0,0,0,0,0,0,0,120.6570,120.657
F1A, 2017.05.24,A,31,S, habituation,treatment, m,23,0,0,0,0,0,0,0,0,0,47.6000,167.6
F1A, 2017.05.24,A,31,S, habituation,treatment, f,0,0,0,0,0,0,0,0,0,0,167.6000,167.6
F2A, 2017.05.25,A,31,S,experiment,treatment, m,0,0,0,0,0,0,0,0,0,0,122.5180,122.518
F2A, 2017.05.25,A,31,S,experiment,treatment, f,31,0,0,1,0,0,0,0,0,0,2.5180,122.518
F1A, 2017.05.24,B,31,S, habituation,treatment, m,16,0,0,1,0,0,0,0,0,0,43.6520,152.168
F1A, 2017.05.24,B,31,S, habituation,treatment, f,0,0,0,2,0,0,0,0,0,0,60.0940,152.168
F2A, 2017.05.25,B,31,S,experiment,treatment, m,2,0,0,1,0,0,0,0,0,0,32.7980,121.057
F2A, 2017.05.25,B,31,S,experiment,treatment, f,13,0,0,0,0,0,0,0,0,0,14.6160,121.057
F1B, 2017.05.24,C,31,S, habituation,treatment, nm,0,0,0,0,0,0,0,0,0,0,138.8370,138.837
F1B, 2017.05.24,C,31,S, habituation,treatment, nf,0,0,0,2,0,0,0,0,0,0,39.8080,138.837
F2B, 2017.05.25,C,31,S,experiment,treatment, nm,0,0,0,0,0,0,0,0,0,0,122.1450,122.145
F2B, 2017.05.25,C,31,S,experiment,treatment, nf,0,0,0,0,0,0,0,0,0,0,122.1450,122.145
F1B, 2017.05.24,D,31,S, habituation,treatment, nm,0,0,0,0,0,0,0,0,0,0,121.5290,121.529
F1B, 2017.05.24,D,31,S, habituation,treatment, nf,0,0,0,0,0,0,0,0,0,0,121.5290,121.529
